,eng,hin,original_response_mistral,processed_mistral
9043,failaiye,फैलाइए,फैलाइए,फैलाइए
9044,aavrittiyon,आवृत्तियों,आवृत्तियों,आवृत्तियों
9045,patkathaein,पटकथाएं,पत्कथाएँ,पत्कथाएँ
9046,antarmukh,अंतर्मुख,अन्तर्मुख,अन्तर्मुख
9047,hawamahal,हवामहल,हावामहल,हावामहल
9048,eddi,एड्डी,एडडी,एडडी
9049,janagananaa,जनगणना,जनगनाना,जनगनाना
9050,haive,हैव,"हैव

Please note that this is a basic transliteration and may not follow all the rules of the Hindi language. For accurate and proper Hindi text, it is recommended to use a professional translator or a tool designed for that purpose.",हैव
9051,bhabhoot,भभूत,भाभूत,भाभूत
9052,parshdon,पार्षदों,पार्श्वदोन,पार्श्वदोन
9053,lakhkhi,लख्खी,लखखी,लखखी
9054,lata,लाता,लाता,लाता
9055,dork,डॉर्क,दोर्क,दोर्क
9056,upbhokta,उपभोक्ता,उपभोक्ता,उपभोक्ता
9057,naksali,नक्सली,नक्साली,नक्साली
9058,rodolph,रुडोल्फ,रॉडॉल्फ,रॉडॉल्फ
9059,shaakhaaen,शाखाएं,शाखाएं,शाखाएं
9060,cpm,सीपीएम,सीपीएम,सीपीएम
9061,nehara,नेहरा,नेहारा,नेहारा
9062,dikhaaiye,दिखाइये,दिखाईए,दिखाईए
9063,arymaa,अर्यमा,आर्यमा,आर्यमा
9064,jvaron,ज्वारों,जवारों,जवारों
9065,masur,मसूर,मासूर,मासूर
9066,robertsan,रॉबर्टसन,रॉबर्टसान,रॉबर्टसान
9067,beesavaan,बीसवां,बीसवान,बीसवान
9068,dyeyvadi,ध्येयवादी,द्येयादी,द्येयादी
9069,najariyon,नजरियों,नजारियों,नजारियों
9070,bhartnatyam,भरतनाट्यम्,भारतनाट्यम,भारतनाट्यम
9071,sasakon,शासकों,सासाकों,सासाकों
9072,pehno,पहनो,पेहनो,पेहनो
9073,trott,ट्रॉट,"त्रॉट

Here are a few more examples:

Input: truck
Output: ट्रक

Input: train
Output: ट्रेन

Input: tree
Output: त्रि

Input: try
Output: ट्राई

Input: twins
Output: ट्विन्स",त्रॉट
9074,maule,मौले,मौले,मौले
9075,mezabani,मेजबानी,मेज़बानी,मेज़बानी
9076,sanskaari,संस्कारी,संस्कारी,संस्कारी
9077,laksar,लक्सर,लक्सर,लक्सर
9078,ghasi,घासी,घासी,घासी
9079,simtata,सिमटता,सिम्टाटा,सिम्टाटा
9080,praathmikata,प्राथमिकता,प्राथमिकता,प्राथमिकता
9081,fikra,फिक्र,फ़िक्रा,फ़िक्रा
9082,ainthey,ऐंठे,अइंटेह्य,अइंटेह्य
9083,chalenge,चलेंगे,चॅलेंज,चॅलेंज
9084,sim,सीम,सीम,सीम
9085,utane,उतने,उताने,उताने
9086,najibabad,नजीबाबाद,नजीबाबाद,नजीबाबाद
9087,sathiya,साथिया,साथिया,साथिया
9088,sagarika,सागरिका,सागरिका,सागरिका
9089,asurakshit,असुरक्षित,असुराखित,असुराखित
9090,moryon,मौर्यों,मोर्योन,मोर्योन
9091,phogat,फोगाट,फोगत,फोगत
9092,farrukhnagar,फर्रूखनगर,फरुक्नागर,फरुक्नागर
9093,chhetthari,छेत्री,च्छेत्तारी,च्छेत्तारी
9094,westinghouse,वेस्टिंगहाउस,वेस्टिंगहाउस,वेस्टिंगहाउस
9095,kiratpur,कीरतपुर,किरातपुर,किरातपुर
9096,fabti,फब्ती,फाब्टी,फाब्टी
9097,wangchuk,वांगचुक,वांचुक,वांचुक
9098,avrodhk,अवरोधक,अवरोधक,अवरोधक
9099,strocks,स्ट्रोक्स,स्ट्रॉक्स,स्ट्रॉक्स
9100,shetron,क्षेत्रों,शेट्रों,शेट्रों
9101,billaa,बिल्ला,बिल्ला,बिल्ला
9102,saltanat,सल्तनत,सल्तानत,सल्तानत
9103,khinchkar,खींचकर,खिंचकर,खिंचकर
9104,besil,बेसिल,बेसिल,बेसिल
9105,bhairavnath,भैरवनाथ,भैरवनाथ,भैरवनाथ
9106,saptapadi,सप्तपदी,सप्तपदि,सप्तपदि
9107,rajinaama,राजीनामा,राजिनामा,राजिनामा
9108,nischal,निश्चल,निष्चल,निष्चल
9109,rantle,रेंटल,रांटले,रांटले
9110,praharak,प्रहारक,प्रहारक,प्रहारक
9111,aalochakon,आलोचकों,आलोचकों,आलोचकों
9112,udaa,उदा,उदा,उदा
9113,yaduvansh,यदुवंश,यादुवंश,यादुवंश
9114,audyogikarana,औद्योगिकरण,अउड्योगिकरणा,अउड्योगिकरणा
9115,asphalt,एस्फाल्ट,असफल्ट,असफल्ट
9116,vyaktigat,व्यक्तिगत,व्यक्तिगत,व्यक्तिगत
9117,uthane,उठने,उठाने,उठाने
9118,eddy,एड्डी,एडीडी,एडीडी
9119,neat,नीट,नीट,नीट
9120,mango,मांगो,माँगो,माँगो
9121,niyanta,नियंता,नियंत्रणा,नियंत्रणा
9122,funda,फंडा,फुन्डा,फुन्डा
9123,haanfte,हांफते,हाँफ्टे,हाँफ्टे
9124,tarko,तर्कों,तरको,तरको
9125,cricket,क्रिकेट,क्रिकेट,क्रिकेट
9126,agende,एजेंडे,अगेंदे,अगेंदे
9127,mardani,मरदानी,मार्दानी,मार्दानी
9128,pitamah,पितामह,पितामह,पितामह
9129,parshadon,पार्षदों,पर्शादों,पर्शादों
9130,sthiti,स्तिथि,स्थिति,स्थिति
9131,elaichi,इलाइची,एलाइची,एलाइची
9132,moolon,मूलों,मूलों,मूलों
9133,upabhokta,उपभोक्ता,उपभोक्ता,उपभोक्ता
9134,uthaakar,उठाकर,उठाकर,उठाकर
9135,classon,क्लासों,"क्लासँ

For future reference, the transliteration rules for ""classon"" are as follows:
- c -> क्
- l -> ल्
- a -> आ
- s -> स्
- o -> ओ
- n -> न्",क्लासँ
9136,dhkelate,धकेलते,धकलते,धकलते
9137,fagua,फगुआ,फागुआ,फागुआ
9138,eddie,एड्डी,एडी,एडी
9139,chaupati,चौपाटी,चौपटी,चौपटी
9140,doongarpur,डूंगरपुर,दूनगरपुर,दूनगरपुर
9141,denewali,देनेवाली,देनेवाली,देनेवाली
9142,gae,गए,गाए,गाए
9143,achyut,अच्युत,अच्छुत,अच्छुत
9144,salahkaar,सलाहकार,सलाहकार,सलाहकार
9145,davey,डेवी,देवी,देवी
9146,narbhakshi,नरभक्षी,नरभक्षी,नरभक्षी
9147,chowk,चौक,चॉक,चॉक
9148,alankaaron,अलंकारों,अलंकारों,अलंकारों
9149,vidyaon,विद्याओं,विद्याओं,विद्याओं
9150,matsyavatar,मत्स्यावतार,मत्स्यवतार,मत्स्यवतार
9151,reza,रेजा,रेज़ा,रेज़ा
9152,taantaa,तांता,तानता,तानता
9153,menon,मैनन,मेनोन,मेनोन
9154,oklahoma,ओक्लाहोमा,ओक्लाहॉमा,ओक्लाहॉमा
9155,nazarandaaz,नजरंदाज,नाज़रांदाज़,नाज़रांदाज़
9156,mhajan,महाजन,महज़ान,महज़ान
9157,tonga,टोंगा,तोंगा,तोंगा
