eng,hin,original_response_mistral
pammu,पम्मी,पामु
sahooliyata,सहूलियत,सहूलियाता
singhi,सिंघी,सिंघी
piki,पिकी,पीकी
maine,मैने,मैने
ropaney,रोपने,रोपनेय
chaudhavan,चौदहवां,चौधवन
gomake,गोमके,गोमके
divyata,दिव्यता,दिव्यता
prashasnik,प्रशासनिक,प्रशासनिक
avasthaayen,अवस्थाएं,अवस्थायेन
laegi,लाएगी,लेगी
ayodhyeanath,अयोध्यानाथ,अयोध्यानाथ
viresh,वीरेश,विरेश
naram,नरम,नाराम
vibha,विभा,विभा
ganthe,गांठे,गांथे
rental,रेंटल,"रेंटल

For more information on transliteration, you can refer to the International Organization for Standardization (ISO) 15919 standard for transliteration of the Devanagari script."
dhandhanya,धनधान्य,धानधन्या
tahkhaana,तहखाना,तहकाना
dhndhe,धंधे,धन्धे
uthapatak,उठापटक,उठपतक
namo,नामो,नमो
tarkvaad,तर्कवाद,तर्कवाद
association,एसोसिएशन,असोसिएशन
banu,बनू,बानू
tanjavur,तंजावुर,तानजावुर
items,आइटम्स,इटम्स
kumavat,कुमावत,कुमावत्
bhuli,भूली,भुली
neta,नेता,नेता
najron,नजरों,नाजरों
kut,कूट,कुत
jalgti,जलगति,जालगती
vyaghat,व्याघात,व्याघात
girjagharon,गिरजाघरों,गिर्जग्हारों
pratishat,प्रतिशत,प्रतिशत
vanon,वाणों,वानोन
chhudaane,छुडाने,छुदाने
proud,प्रौढ,प्रादेशिक
bastiyon,बस्तियों,बस्तियों
munnu,मुन्नू,मुन्नु
faisla,फ़ैसला,फैसला
jenee,जेनी,जेनी
saga,सागा,सागा
padhaa,पढ़ा,पढ़ाहा
adhyayanrat,अध्ययनरत,अध्यायनरत
jhilon,झीलों,झिलोन
jaine,जैने,जैने
sooraj,सूरज,सूरज
bakaayon,बकायों,बाकायों
ishat,ईष्ट,इशात
choro,चोरों,चोरो
urwarta,उर्वरता,उर्वार्ता
shrinkhalaon,श्रंखलाओं,श्रिंखलाओं
scala,स्काला,सेक्ला
dah,दाह,दाह
tremasik,त्रैमासिक,त्रेमासिक
mahavigyan,महाविज्ञान,महाविग्यान
nihlaani,निहलानी,निहलानी
jadeite,जड़ित,जेडाइट
vadiyon,वादियों,वडियों
samshayon,संशयों,समशयों
khariya,खरिया,खारिया
harem,हैरम,हारेम
lavasa,लवासा,लवासा
earthquake,अर्थक्वेक,"ईच्छार्थक

(This is the transliteration of ""earthquake"" in Hindi)"
vividh,विविध,विविध
isht,इष्ट,इश्त
gtor,जीतोड़,ग्टोर
allergic,एलर्जिक,अलर्जिक
somi,सोमी,सोमी
nrutyon,नृत्यों,नृत्यों
leedaron,लीडरों,लीडारोन
sanyogvash,संयोगवश,सन्योगवश
fansi,फांसी,फान्सी
sheershakon,शीर्षकों,शीर्षखोन
gazipur,गाजीपुर,गाजीपुर
jurab,जुराब,जुराब
inhaletion,इनहेलेशन,इंहालेशन
rajinama,राजीनामा,राजिनामा
kankar,कंकर,कांकर
polimer,पॉलिमर,पोलिमेर
pharmon,फार्मों,फार्मओन
jeera,जीरा,जीरा
devnaar,देवनार,देवनार
divy,दिव्य,दिव्य
nominate,नॉमिनेट,नोमिनेट
nasim,नसीम,नासिम
matsyavtar,मत्स्यावतार,मत्स्यवतार
baksa,बक्सा,बक्सा
alayans,अलायंस,अलायन्स
nauu,नाऊ,नौ
synapse,सिनेप्स,"सिनाप्स

For more words, feel free to ask!"
talabgar,तलबगार,तालाबगर
chatushkoniy,चतुष्कोणीय,चतुष्कोणी
physician,फिजिशियन,"डॉक्टर (specialist) or डॉक्टर (physician) in Hindi. The word ""physician"" can be translated as ""डॉक्टर"" but it's more commonly used to refer to a medical doctor in English. If you want to specify a specialist, you can use ""डॉक्टर (specialist)"" where ""specialist"" is transliterated as ""विशेषज्ञ"" but it's a longer phrase."
lumding,लुमडिंग,लुम्दिंग
vaadiyon,वादियों,वाडियोन
rambharose,रामभरोसे,रामभारोसे
mangi,मांगी,माँगी
risne,रिसने,रिज्ञे
vigyani,विज्ञानी,विग्यानी
kanyaein,कन्याएं,कान्याएं
chennai,चेन्नई,चेन्नई
mainan,मैनन,मैनन
avaru,अवरु,अवरु
koot,कूट,कूट
faisala,फ़ैसला,फैसला
napne,नापने,नाप्ने
riya,रिया,रिया
amitao,अमिताव,अमिताओ
jaankaron,जानकारों,जानकारों
mukhopadhyaya,मुखोपाध्याय,मुखोपाध्याय
kamottejna,कामोत्तेजना,कामोत्तेज्ञा
ritual,रिचुअल,रिटुअल
afroj,अफरोज,अफ्रोज
mahasinh,महासिंह,महासिंह
nanhein,नन्हें,नाँहें
maason,मासों,मासॉन
thakkr,ठक्कर,ठक्कर
jvar,ज्वार,जवार
namavaliyon,नामावलियों,नामवालियों
ubhaara,उभारा,उभारा
franciska,फ्रांसिस्का,फ्रांसिका
fransisko,फ्रांसिस्को,फ्रांसिस्को
jassi,जस्सी,जासी
anhoni,अनहोनी,अन्होनी
kaushalata,कौशलता,कौशलाता
vidyaen,विद्याएं,विद्याएन
theateron,थिएटरों,थेटरओन
sanshayon,संशयों,संशयों
satane,सताने,सतने
christian,क्रिश्चयन,क्रिस्टियान
naivedh,नैवेद्य,नैवेध
kakoo,काकू,काकू
africa,अफ्रीका,अफ्रीका
yojanaen,योजनाएं,योजनाएन
vyapak,व्यापक,व्यापक
sanchaari,संचारी,संचारी
siddhivat,सिद्धवट,सिद्धिवत्
baadhaon,बाधाओं,बाढाओं
parimal,परिमल,परिमाल
avuti,आवृत्ति,अवुती
fatane,फटने,फ़ातने
broken,ब्रोकन,ब्रोकन
samadjiyon,समाधियों,समाधियों
chitthi,चिट्ठी,चिथ्थी
aake,आके,आके
thanvi,थानवी,ठानवी
kathor,कठोर,कॅथोर
beef,बीफ,बीफ
busy,बिजी,बसूसी
lairi,लैरी,लैरी
phus,फूस,फूस
maryaadaaon,मर्यादाओं,मार्यादाओं
baljit,बलजीत,बालजीत
pushpit,पुष्पित,पुष्पित
jai,जय,जय
pulmonary,पल्मोनरी,पुल्मोनारी
agyat,अज्ञात,अग्यात्
chhuptaa,छुपता,छुप्ता
jasmeet,जसमीत,जस्मीन्त
thaki,थकी,ठाकि
dikhayi,दिखायी,दिखाई
locket,लॉकेट,लॉकेट
sawal,सवाल,सवाल
jutee,जुटी,जूटी
lakir,लकीर,लाकिर
alps,ऐल्प्स,अल्प्स
putul,पुतुल,पुतुल
sims,सिम्स,सिएमएस्स
harawal,हरावल,हरावल
mardangi,मर्दानगी,मर्दाङ्गी
kihatkati,खटकती,किहत्कति
ishita,इशिता,इशिता
tuglakabad,तुगलकाबाद,तुग्लाकाबाद
sipaha,सिपाह,सिपाहा
mahlon,महलों,महलोन
