picot,पिकॉट
aajaadkhyaalon,आजादख्यालों
shivswaraj,शिवस्वराज
asalyavishayi,असल्याविषयी
gurwachan,गुरवचन
wisphotan,विस्फोटन
chhutte,छूटते
bimbavali,बिंबवली
vasaahativar,वसाहतीवर
shigase,शिगासे
keenan,कीनेन
keratherapy,केराथेरैपी
prastul,प्रस्तुल
decomposed,डिकम्पोज्ड
difsh,दिफ्श
csds,सीएसड़ीएस
bedia,बेदी
maukhikta,मौखिकता
kaabhee,काभी
latashne,लताशने
confectionery,कनफैक्शनरी
swaraniyantran,स्वरनियंत्रण
geetaguchcha,गीतगुच्छ
tarkada,तरकड़ा
adarz,अदर्ज़
felspar,फ़ेल्सपार
tavajjeh,तवज्जेह
ussuri,उससुरी
pratinidhindal,प्रतिनिधिण्डल
bamnoda,बमनोदा
swarojgaar,स्वरोजगार
pratyashita,प्रत्याशिता
madraza,मदरज़ा
khabarkhas,खबरखास
gandighat,गांधीघाट
ganadhara,गंदारा
maddah,मद्दाह
pleastocene,प्लीस्टोसिन
bhalabardar,भालाबरदार
abhaykhand,अभयखण्ड
deodorant,डिओडरेंट
pratyekankadun,प्रत्येकांकडून
komagata,कोमागाटा
thasiyan,थ्रासियन
dclr,डीसीएलआर
competitive,कम्पीटीटिव
bhushavileli,भूषविलेली
bhaktamrityu,भक्तमृत्यु
gadgada,गद्गद
glg,जीएलजी
transdron,ट्रांसड्रोन
pisadi,पिसाडी
fonts,फोन्ट्स
sahajikaran,सहाजीकरण
gromate,ग्रोमेट
vaagadhiyaa,वागड़िया
gaurivrat,गौरीव्रत
replay,रिप्लाय
oikawa,ओइकावा
unicaran,यूनीकरण
mahanandin,महानन्दिन
yamji,यमजी
maujpur,मौजपुर
ihaka,इहका
bandukon,बन्दुकों
bhinay,भिनाई
disbursal,डिसबर्सल
majnupur,मजनुपुर
pattikaa,पट्टिका
puliswa,पुलिसवा
tandurasti,तंदूरस्ती
ladle,लैडल
establisments,इस्टैबलिसमेंट्स
numberpad,नंबरपैड
shiyakaton,शियाकतों
sugimori,सुगिमीरी
atkakar,अटकाकर
jeenatram,जीनतराम
malayami,मलयामी
shudradik,शुद्रादिक
uchchaaron,उच्चारों
shelar,सेलार
cander,कैंडर
haimang,हेमांग
surumi,सुरुमी
ilme,इल्मे
malleswaram,मलेश्वरम
trophic,ट्राफीक
parrikarach,पर्रीकरच
dedvyas,देदव्यास
hatbazaron,हाटबाजारों
addawatul,अद्दावतुल
khumsingh,खूमसिंह
koksar,कोकसार
chandrapurmadhye,चंद्रपूरमध्ये
kirakiraaun,किरकिराऊँ
rdbi,आरडीबीआई
jailon,जैलों
ikail,मिखाइल
yatishwaranand,यतीश्वरानंद
normalsathi,नॉर्मलसाठी
tendiwala,तेंदूवाला
rinaadi,ऋणादि
corydalis,कोरीडलीस
isharebazi,इशारेबाज़ी
virologist,वायरलॉजिस्ट
ksakichi,केसाकिची
innoprom,इनोप्रॉम
dhamendrasinh,धमेंद्रसिंह
taimali,ताइमाली
microbrachius,माइक्रोब्रैकियस
kalashikshak,कलाशिक्षक
udyaugon,उद्यौगों
tianjin,तिआनजिन
kangta,कांगटा
mahayak,महायक
chhodhon,छोड़ों
manufacturers,मैन्युफैक्चर्ज
buchanania,बुचाननानिया
transfuge,ट्रांसफ्यूज
khuntidar,खूंटीदार
dakshinardh,दक्षिणार्ध
pamira,पामीरा
bankdraft,बैंकड्राफ्ट
avaanchitataa,अवांछितता
tireless,टायरलेस
devai,देवई
arnala,अर्नअला
purvela,पूर्वेला
selakui,सेलाकुइ
doliyon,डोलियों
dadisetti,दाडिशेट्टी
prakatalelya,प्रकटलेल्या
moratius,मोरेशियस
vaatalen,वातलें
munnaon,मुन्नाओं
taalakar,टालकर
ipmt,आईपीएमटी
titakach,तितकच
dhanvi,धनवी
kundarathur,कुंदराथुर
alexx,अलेक्स
remagined,रिमेजिंड
ivgcl,आईवीजीसीएल
duratorch,ड्यूराटॉर्क
horakio,होराकियो
swajaati,स्वजाति
vaisakhadi,वैसाखडी
janewale,जानेवाले
krindan,कृंदन
zondekee,ज़ोंडेकी
harsawa,हरसावा
kamaaie,कमाइए
nauhara,नौहरा
ashwajaati,अश्वजाति
bandanavaar,बंदनवार
maddati,मद्दति
kamyunishthon,कम्युनिष्ठों
metatarsal,मेटाटार्सल
kojiki,कोजिकी
shivjvar,शिवज्वर
parinamacha,परिणामाचा
teliadih,तेलियाडीह
casson,केसन
limove,लिमूव
linkstreet,लिंकस्ट्रीट
dhansampann,धनसंपन्न
tunsai,ट्यूनीशिया
amarthun,अमरथुन
jingangshan,जिनगंगशान
upekha,उपेखा
photocopyr,फोटोकॉपीर
chandimal,चांदीमाल
taxidale,टेक्सीडेल
solaa,सोला
tanjum,तंजुम
makama,मोकामा
nondavilyanantar,नोंदविल्यानंतर
iberia,आइबिरिया
musakaayi,मुसकायी
moolyamaapan,मूल्यमापन
kaandapatamandap,कांडपटमंडप
auditors,ऑडीटर्स
mutheras,मुथेरस
vigyaapaneey,विज्ञापनीय
bahrein,बहरेन
haridranath,हरिद्रनाथ
woolhouse,वूलहाउस
chaukaddh,चौकड्ढ
ambulance,एंबूलेंस
karunaratne,करुणारत्ने
sidharthnagar,सिधार्थनगर
arkhangai,अरख़ानगई
shuklan,शुकलान
rahureet,राहुरीत
bajravahan,बज्रवाहन
colonoscopy,कॉलोनोस्कोपी
munroe,मन्रो
manamudurai,मानामुदुरै
vivanta,विवान्ता
khaayengi,खायेंगी
arenja,अरेंजा
silicides,सिलिकाइड्स
sudhanshubala,सुधान्शुबाला
ratriroop,रात्रिरूप
jansuvidhaaen,जनसुविधाएँ
sabin,सबिन
bamdeb,बामदेब
endovescular,एंडोवेस्कुलर
dicts,डिक्ट्स
talakcha,तलाकचा
varshakritya,वर्षकृत्य
dangraha,डंगराहा
chheridih,छेरीडीह
baethogey,बैठोगे
sarfonk,सरफोंक
patrakaarvaartta,पत्रकारवार्त्ता
nawabgarh,नवाबगढ़
dindila,दिंडीला
aptel,एपटेल
diaspore,डाइस्पोर
kadakaana,कड़काना
notaz,नोटाज
undof,यूएनडीओएफ़
chhudayaa,छुड़ाया
auratir,औरतीर
tokuda,तोकुडा
maidanejung,मैदानेजंग
daruchi,दारुची
yajurvedi,यजुर्वेदी
khulwai,खुलवाई
dcdb,डीसीडीबी
sarvochchatavadi,सर्वोच्चतावादी
mclorin,मैकलोरिन
govlekar,गोवलेकर
shastrabarobarach,शास्त्राबरोबरच
karnaul,करनौल
philiposis,फिलिपोसिस
jananaayakon,जननायकों
prachaardarmyaan,प्रचारदरम्यान
nagkesh,नागकेश
segaon,सेगाँव
mercilly,मर्सिली
rampyari,राम्प्यारी
tangeswarnath,टंगेश्वरनाथ
tyachyavarun,त्याच्यावरून
prasrito,प्रसृतो
mustaf,मुस्तफ
chikhalichya,चिखलीच्या
rakkhey,रक्खे
gutwa,गुटवा
sexigarm,सेक्सीगर्म
underestimate,अंडरेस्टिमेट
kumbhala,कुंभला
skel,स्केल
madhvani,माधवानी
suicide,सइसाइड
maartaay,मारताय
vaishu,वैशु
khuhab,खुहाब
marpheus,मार्फियस
mubarkabat,मुबारकबात
karue,करुए
moisture,मॉइश्चर
hilty,हिल्टी
raikotpara,रायकोटपारा
glucistershire,गलुसिस्टरशायर
saskaraib,सस्कराइब
jhaaro,झारो
humanities,ह्यूमेनिटीज
ashantata,अशांतता
sepadhane,सेपढ़ने
hyaluronic,ह्यालुरोनिक
uttejanaaen,उत्तेजनाएं
manchobha,मनचोभा
manyavaranche,मान्यवरांचे
gotakhor,गोताखोर
karanrath,करणरथ
sinkje,सिंकजे
shubhachitankon,शुभचितंकों
vartamsan,वर्तमसन
kansyapatra,कांस्यपात्र
mansoorpuri,मंसूरपुरी
naajon,नाजों
pulkaahin,पुलकाहीं
lautaaunga,लौटाऊँगा
kunvemein,कुंवेमें
ruchir,रचिर
jalsthaliya,जलस्थलीय
palgharmadhye,पालघरमध्ये
romley,रोमली
compounce,कंपाउंस
parchner,पार्चनर
fanfold,फ़ैनफ़ोल्ड
norajya,नोराज्य
leftist,लेफ्टिस्ट
prokaryotic,प्रोकार्योटिक
hojson,होजसन
ghalvanyachi,घालवण्याची
razaamandee,रजामन्दी
hyperforfin,हाइपरफोर्फ़िन
pratibhapunj,प्रतिभापुंज
condenser,कंडेंसर
boloji,बोलोजी
khatima,खटीमा
pushinka,पुशिंका
hanner,हैनर
